ip_dst,time(t-10),traffic(t-10),data_len(t-10),time(t-9),traffic(t-9),data_len(t-9),time(t-8),traffic(t-8),data_len(t-8),time(t-7),traffic(t-7),data_len(t-7),time(t-6),traffic(t-6),data_len(t-6),time(t-5),traffic(t-5),data_len(t-5),time(t-4),traffic(t-4),data_len(t-4),time(t-3),traffic(t-3),data_len(t-3),time(t-2),traffic(t-2),data_len(t-2),time(t-1),traffic(t-1),data_len(t-1),time(t),traffic(t),data_len(t)
145.146.221.104,2019/04/01 18:50:53,6.0,1327.0,2019/04/01 18:50:54,4.0,670.0,2019/04/01 18:50:55,6.0,1493.0,2019/04/01 18:50:56,6.0,1244.0,2019/04/01 18:50:57,6.0,1245.0,2019/04/01 18:50:58,6.0,1247.0,2019/04/01 18:50:59,5.0,1458.0,2019/04/01 18:51:00,6.0,1459.0,2019/04/01 18:51:01,6.0,1251.0,2019/04/01 18:51:02,4.0,663.0,2019/04/01 18:51:06,15,7839
145.146.221.104,2019/04/01 18:50:54,4.0,670.0,2019/04/01 18:50:55,6.0,1493.0,2019/04/01 18:50:56,6.0,1244.0,2019/04/01 18:50:57,6.0,1245.0,2019/04/01 18:50:58,6.0,1247.0,2019/04/01 18:50:59,5.0,1458.0,2019/04/01 18:51:00,6.0,1459.0,2019/04/01 18:51:01,6.0,1251.0,2019/04/01 18:51:02,4.0,663.0,2019/04/01 18:51:06,15.0,7839.0,2019/04/01 18:51:07,1,46
145.146.221.104,2019/04/01 18:50:55,6.0,1493.0,2019/04/01 18:50:56,6.0,1244.0,2019/04/01 18:50:57,6.0,1245.0,2019/04/01 18:50:58,6.0,1247.0,2019/04/01 18:50:59,5.0,1458.0,2019/04/01 18:51:00,6.0,1459.0,2019/04/01 18:51:01,6.0,1251.0,2019/04/01 18:51:02,4.0,663.0,2019/04/01 18:51:06,15.0,7839.0,2019/04/01 18:51:07,1.0,46.0,2019/04/01 18:51:08,5,1457
145.146.221.104,2019/04/01 18:50:56,6.0,1244.0,2019/04/01 18:50:57,6.0,1245.0,2019/04/01 18:50:58,6.0,1247.0,2019/04/01 18:50:59,5.0,1458.0,2019/04/01 18:51:00,6.0,1459.0,2019/04/01 18:51:01,6.0,1251.0,2019/04/01 18:51:02,4.0,663.0,2019/04/01 18:51:06,15.0,7839.0,2019/04/01 18:51:07,1.0,46.0,2019/04/01 18:51:08,5.0,1457.0,2019/04/01 18:51:09,6,1249
145.146.221.104,2019/04/01 18:50:57,6.0,1245.0,2019/04/01 18:50:58,6.0,1247.0,2019/04/01 18:50:59,5.0,1458.0,2019/04/01 18:51:00,6.0,1459.0,2019/04/01 18:51:01,6.0,1251.0,2019/04/01 18:51:02,4.0,663.0,2019/04/01 18:51:06,15.0,7839.0,2019/04/01 18:51:07,1.0,46.0,2019/04/01 18:51:08,5.0,1457.0,2019/04/01 18:51:09,6.0,1249.0,2019/04/01 18:51:10,6,1305
145.146.221.104,2019/04/01 18:50:58,6.0,1247.0,2019/04/01 18:50:59,5.0,1458.0,2019/04/01 18:51:00,6.0,1459.0,2019/04/01 18:51:01,6.0,1251.0,2019/04/01 18:51:02,4.0,663.0,2019/04/01 18:51:06,15.0,7839.0,2019/04/01 18:51:07,1.0,46.0,2019/04/01 18:51:08,5.0,1457.0,2019/04/01 18:51:09,6.0,1249.0,2019/04/01 18:51:10,6.0,1305.0,2019/04/01 18:51:11,3,622
145.146.221.104,2019/04/01 18:50:59,5.0,1458.0,2019/04/01 18:51:00,6.0,1459.0,2019/04/01 18:51:01,6.0,1251.0,2019/04/01 18:51:02,4.0,663.0,2019/04/01 18:51:06,15.0,7839.0,2019/04/01 18:51:07,1.0,46.0,2019/04/01 18:51:08,5.0,1457.0,2019/04/01 18:51:09,6.0,1249.0,2019/04/01 18:51:10,6.0,1305.0,2019/04/01 18:51:11,3.0,622.0,2019/04/01 18:51:12,4,930
145.146.221.104,2019/04/01 18:51:00,6.0,1459.0,2019/04/01 18:51:01,6.0,1251.0,2019/04/01 18:51:02,4.0,663.0,2019/04/01 18:51:06,15.0,7839.0,2019/04/01 18:51:07,1.0,46.0,2019/04/01 18:51:08,5.0,1457.0,2019/04/01 18:51:09,6.0,1249.0,2019/04/01 18:51:10,6.0,1305.0,2019/04/01 18:51:11,3.0,622.0,2019/04/01 18:51:12,4.0,930.0,2019/04/01 18:51:13,8,2030
145.146.221.104,2019/04/01 18:51:01,6.0,1251.0,2019/04/01 18:51:02,4.0,663.0,2019/04/01 18:51:06,15.0,7839.0,2019/04/01 18:51:07,1.0,46.0,2019/04/01 18:51:08,5.0,1457.0,2019/04/01 18:51:09,6.0,1249.0,2019/04/01 18:51:10,6.0,1305.0,2019/04/01 18:51:11,3.0,622.0,2019/04/01 18:51:12,4.0,930.0,2019/04/01 18:51:13,8.0,2030.0,2019/04/01 18:51:14,6,1249
145.146.221.104,2019/04/01 18:51:02,4.0,663.0,2019/04/01 18:51:06,15.0,7839.0,2019/04/01 18:51:07,1.0,46.0,2019/04/01 18:51:08,5.0,1457.0,2019/04/01 18:51:09,6.0,1249.0,2019/04/01 18:51:10,6.0,1305.0,2019/04/01 18:51:11,3.0,622.0,2019/04/01 18:51:12,4.0,930.0,2019/04/01 18:51:13,8.0,2030.0,2019/04/01 18:51:14,6.0,1249.0,2019/04/01 18:51:15,1,46
